STUDENT_IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,credit_momentum,credit_momentum_label,gateway_struggle,gateway_performance,extreme_unmet_need,unmet_need_segment,low_earned_hours,risk_score,risk_category,gpa_quartile,test_quartile,weak_preparation,efc_segment,financial_profile,gross_need_quartile,unmet_need_quartile,net_price_category,unmet_need_normalized,efc_normalized,financial_stress_score,financial_stress_level,revenue_if_retained,revenue_loss_if_not_returned,full_time_first_term,full_time_label,credit_intensity,second_term_enrolled,second_term_status,has_both_terms,credit_change,credit_momentum_trend,first_term_year,first_term_month,admission_season,cohort,father_first_gen,mother_first_gen,first_gen,first_gen_label,residency_label,distance_category,off_campus,out_of_state,demographic_disadvantage_score,demographic_disadvantage_level
7771662,18,F,BGD 3,Y,N,Nursing,N,,,,200808,CHEM 1151,D,CHEM 1151L,C,COMM 1110,C,CPSC 1105,B,ITDS 1146,B,,,200902,HIST 2111,C,ENGL 1101,B,,,,,,,,,Off Campus,1,0.0,3.13,SCHOOL 1,2.0,High School,2.0,High School,B,Bachelors,13,10,8.0,8.0,1296900,1296900,0,596460.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),1,3,4-Critical Risk,Q2-Below Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6357477611247738,0.0,1.6357477611247737,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2008,8,Summer,Summer 2008,1,1,1,First-Generation,In-State,Local (<25 mi),0,0,1,Single Factor
8007322,18,F,BGD 1,Y,N,Pre-Nursing,N,24.0,,1110.0,201008,CHEM 1151,D,CPSC 1105,C,CHEM 1151L,C,ENGL 1101,B,,,,,201102,HIST 2112,C,ENGL 1102,B,MATH 1101,A,,,,,,,Off Campus,0,0.0,3.27,SCHOOL 130,2.0,High School,2.0,High School,B,Bachelors,12,12,9.0,9.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2010,8,Summer,Summer 2010,1,1,1,First-Generation,In-State,Local (<25 mi),0,0,1,Single Factor
7941687,18,F,BGD 3,N,N,Biology,N,19.0,480.0,910.0,200808,CHEM 1211,D,ENGL 1101,C,CHEM 1211L,A,,,,,,,200902,MATH 1111,C,HIST 2111,B,ENGL 1102,A,,,,,,,Off Campus,0,0.0,3.43,SCHOOL 395,3.0,College/Beyond,2.0,High School,B,Bachelors,14,10,13.0,13.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2008,8,Summer,Summer 2008,0,1,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
7835436,18,F,BGD 1,Y,N,Health Science,N,,1050.0,1070.0,200908,CHEM 1211,D,CPSC 1105,C,CHEM 1211L,C,ENGL 1101,B,,,,,201002,PSYC 1101,C,ENGL 1102,B,,,,,,,,,Off Campus,1,0.0,2.73,SCHOOL 2,2.0,High School,3.0,College/Beyond,B,Bachelors,14,10,15.0,11.0,0,301080,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q3-Above Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,1.0,Stable (±1),2009,8,Summer,Summer 2009,1,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7916586,18,F,BGD 3,Y,N,Health Science,Mathematics,18.0,,870.0,200908,CHEM 1211,D,CHEM 1211L,C,ENGL 1101,B,ITDS 2749,A,,,,,201002,BIOL 1215K,C,ENGL 1102,B,SOCI 1101,B,,,,,,,On Campus,1,150.0,3.43,SCHOOL 45,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,14,11,19.0,15.0,1288860,1418100,129240,494580.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),0,2,3-High Risk,Q3-Above Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.5999341941525599,0.02154021540215402,1.5783939787504058,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2009,8,Summer,Summer 2009,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
8022404,18,F,BGD 3,Y,N,Political Science,N,18.0,,870.0,200508,COMM 1110,D,ASTR 1105,C,ENGL 1101,C,ARTH 1100,B,,,,,200602,HIST 2112,C,FREN 1001,B,HIST 2111,B,POLS 1101,B,,,,,Off Campus,1,0.0,3.06,SCHOOL 1,2.0,High School,2.0,High School,B,Bachelors,12,9,12.0,12.0,1151640,1151640,0,590460.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),1,3,4-Critical Risk,Q2-Below Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6336385993478472,0.0,1.6336385993478473,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2005,8,Summer,Summer 2005,1,1,1,First-Generation,In-State,Local (<25 mi),0,0,1,Single Factor
7783036,18,M,BGD 1,Y,N,Nursing,History,,1040.0,1030.0,200608,COMM 1110,D,ENGL 1101,C,HIST 2111,A,,,,,,,200702,ENGL 1102,C,PSYC 1101,B,THEA 1100,B,MATH 1101,A,,,,,On Campus,1,0.0,2.43,SCHOOL 268,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,14,8,14.0,14.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q3-Above Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,6.0,Major Increase (>3),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7948213,18,M,BGD 6,Y,N,General Business,N,,1080.0,1070.0,200808,COMM 1110,D,ECON 2105,C,HIST 1112,B,,,,,,,200902,ENGL 1101,C,POLS 1101,B,,,,,,,,,On Campus,1,69.0,3.43,SCHOOL 2,,No Information,,No Information,B,Bachelors,13,12,14.0,14.0,0,403680,0,-467580.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.2617090116046081,0.0,1.2617090116046081,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,2.0,Minor Increase (1-3),2008,8,Summer,Summer 2008,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
8003042,18,M,BGD 1,Y,N,Theatre Arts,N,,1090.0,1110.0,200908,COMM 1110I,D,ENGL 1101I,C,,,,,,,,,201002,HIST 2111,C,GEOL 1121,B,,,,,,,,,On Campus,1,90.0,2.76,SCHOOL 137,2.0,High School,2.0,High School,B,Bachelors,15,15,15.0,11.0,1248360,1418100,169740,786360.0,1,On Track (15+ hrs),1,Failing (D/F),1,Extreme (>$469k),0,2,3-High Risk,Q1-Lowest,Q3-Above Avg,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.7025027313645011,0.028290282902829027,1.674212448461672,Severe Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-4.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7843119,18,M,BGD 1,Y,N,Pre-Business,N,,,,201008,ECON 2106,D,HIST 2112,C,MATH 1113,C,,,,,,,201102,PSYC 1101,C,ENGL 1101,B,FREN 1001,A,,,,,,,Off Campus,1,69.0,2.79,SCHOOL 48,2.0,High School,3.0,College/Beyond,B,Bachelors,12,9,12.0,12.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7760555,18,M,BGD 3,Y,N,Computer Science - Games,N,,950.0,950.0,201008,ECON 2106,D,ENGL 1101,C,CPSC 1301,B,CPSC 1301L,B,,,,,201102,MATH 1111,C,ENGL 1102,B,COMM 1110,A,,,,,,,On Campus,1,150.0,2.7,SCHOOL 146,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,14,10,13.0,13.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q2-Below Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7814607,18,F,BGD 5,Y,N,Engineering Studies,N,19.0,,910.0,201008,ENGL 1101,D,CHEM 1211,C,CHEM 1211L,C,MATH 1113,B,ARTH 1100,A,,,201102,POLS 1101,C,MATH 1125,B,SPAN 1001,B,,,,,,,On Campus,0,138.0,3.2,SCHOOL 473,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,13,17.0,17.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7914930,18,M,BGD 1,Y,N,Undeclared,N,,,,200608,FREN 1001,D,HIST 2112,C,ENGL 1101,B,ARTH 1100,A,,,,,200702,ENGL 1102,C,COMM 1110,B,POLS 1101,B,,,,,,,Off Campus,1,69.0,3.26,SCHOOL 11,3.0,College/Beyond,2.0,High School,B,Bachelors,12,12,13.0,13.0,447780,1171380,723600,148620.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Affordable,0.4783199260949713,0.12060120601206012,1.3577187200829113,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,1.0,Stable (±1),2006,8,Summer,Summer 2006,0,1,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7823509,18,F,BGD 1,Y,N,Pre-Business,N,,900.0,910.0,201008,GEOL 1110,D,HIST 2112,C,SPAN 1002,C,MATH 1111,B,,,,,201102,MATH 1125,C,ENGL 1101,B,PSYC 1101,B,MUSC 1100,A,,,,,Off Campus,1,69.0,3.1,SCHOOL 24,3.0,College/Beyond,2.0,High School,B,Bachelors,12,12,12.0,12.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,0.0,Stable (±1),2010,8,Summer,Summer 2010,0,1,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7911632,18,M,BGD 1,Y,N,Health and Physical Education,N,,890.0,870.0,200508,HIST 1111,D,MATH 1111,C,COMM 1110,B,ENGL 1101,B,,,,,200602,ENGL 1102,C,MUSC 1100,B,,,,,,,,,Off Campus,1,69.0,2.61,SCHOOL 1,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,15,12,13.0,13.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,1.0,Stable (±1),2005,8,Summer,Summer 2005,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7969595,18,F,BGD 3,Y,N,Psychology,N,,950.0,950.0,200708,HIST 1111,D,ENGL 1101,C,SPAN 1001,C,,,,,,,200802,PSYC 1101,C,COMM 1110,B,ENGL 1102,B,MUSC 1100,B,,,,,On Campus,1,150.0,2.86,SCHOOL 161,2.0,High School,3.0,College/Beyond,B,Bachelors,13,9,16.0,12.0,632040,902760,270720,346320.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q2-Below Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q3-Moderate Unmet,Expensive,0.5478168066447032,0.045120451204512045,1.5026963554401913,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2007,8,Summer,Summer 2007,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7760972,17,F,BGD 3,Y,N,Nursing,N,19.0,940.0,910.0,200708,HIST 2111,D,CHEM 1151,C,CHEM 1151L,C,MUSC 1100,B,COMM 1110,A,,,200802,ENGL 1101,C,MATH 1101,B,POLS 1101,B,ITDS 2735,A,,,,,On Campus,1,237.0,3.33,SCHOOL 229,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,10,14.0,14.0,1175400,1245480,70080,361920.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q3-Moderate Unmet,Expensive,0.5533006272647124,0.011680116801168011,1.5416205104635443,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2007,8,Summer,Summer 2007,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7974448,20,M,BGD 1,Y,N,Undeclared,N,,1130.0,1150.0,200708,HIST 2111,D,ENGL 1101,C,PSYC 1101,C,ARTH 1100,B,,,,,200802,POLS 1101,C,ENGL 1102,B,HIST 1112,B,MATH 1113,B,,,,,Off Campus,0,69.0,3.44,SCHOOL 10,2.0,High School,2.0,High School,B,Bachelors,14,14,13.0,13.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2007,8,Summer,Summer 2007,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7822395,18,M,BGD 3,Y,N,Applied Computer Science,N,,960.0,950.0,200508,HIST 2112,D,CPSC 1301,C,ECON 2105,B,ENGL 1101,B,,,,,200602,ANTH 1105,C,ENGL 1102,B,MUSC 1100,B,,,,,,,On Campus,1,150.0,2.37,SCHOOL 38,2.0,High School,3.0,College/Beyond,B,Bachelors,12,12,12.0,12.0,0,831720,446940,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,Q2-Below Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.07449074490744907,1.35158524397305,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,0.0,Stable (±1),2005,8,Summer,Summer 2005,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7945463,18,M,BGD 1,Y,N,Undeclared,N,,920.0,910.0,200808,HIST 2112,D,CHEM 1211,C,ENGL 1101,C,CHEM 1211L,B,ECON 2106,B,,,200902,COMM 1110,C,ENGL 1102,B,,,,,,,,,Off Campus,1,69.0,3.87,SCHOOL 11,3.0,College/Beyond,2.0,High School,B,Bachelors,13,13,12.0,12.0,436920,1355760,918840,89340.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q4-Highest,Q1-Lowest,1,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Very Affordable,0.4574814077389364,0.15314153141531414,1.3043398763236222,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2008,8,Summer,Summer 2008,0,1,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
8026922,18,M,BGD 1,Y,N,Undeclared,N,,920.0,910.0,200708,ITDS 2735,D,ENGL 1101,C,ANTH 1105,B,,,,,,,200802,ENGL 1102,C,COMM 1110,B,HIST 2111,B,,,,,,,On Campus,1,91.0,2.07,SCHOOL 363,,No Information,,No Information,B,Bachelors,13,13,12.0,12.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2007,8,Summer,Summer 2007,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7882802,18,F,BGD 1,Y,N,Undeclared,N,20.0,970.0,950.0,200508,MATH 1111,D,ENGL 1101,C,HIST 2111,C,COMM 1110,B,,,,,200602,ENGL 1102,C,ECON 2105,B,POLS 1101,B,,,,,,,Off Campus,1,0.0,3.13,SCHOOL 130,4.0,Other/Unknown,2.0,High School,B,Bachelors,12,9,12.0,12.0,66420,1151640,1085220,-221760.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q2-Below Avg,Q2-Below Avg,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.34812136960529144,0.18087180871808717,1.1672495608872042,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2005,8,Summer,Summer 2005,0,1,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7810580,19,F,BGD 6,Y,N,Biology,N,,870.0,870.0,200508,MATH 1111,D,ENGL 1101,C,HIST 2112,B,ITDS 2726,B,,,,,200602,ENGL 1102,C,ITDS 1156,B,COMM 1110,A,POLS 1101,A,,,,,Off Campus,1,138.0,2.81,SCHOOL 138,4.0,Other/Unknown,4.0,Other/Unknown,B,Bachelors,14,11,15.0,15.0,0,0,19380,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0032300323003230033,1.422845956580176,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,4.0,Major Increase (>3),2005,8,Summer,Summer 2005,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7848199,17,F,BGD 1,N,N,History and Secondary Ed,N,,,,200608,MATH 1111,D,ENVS 1105,C,ENGL 1101,B,HIST 2111,B,,,,,200702,HIST 2112,C,MUSC 1100,B,POLS 1101,B,,,,,,,On Campus,0,0.0,2.78,SCHOOL 34,2.0,High School,3.0,College/Beyond,B,Bachelors,16,16,13.0,13.0,0,224640,0,0.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,1,0,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
7762793,18,F,BGD 1,Y,N,Theatre Arts,N,,,,200908,MATH 1111,D,ENGL 1102,C,HIST 1112I,C,ARTH 1100I,B,,,,,201002,POLS 1101,C,SPAN 1002,B,,,,,,,,,On Campus,1,150.0,2.8,SCHOOL 121,2.0,High School,2.0,High School,B,Bachelors,15,15,15.0,15.0,913500,1418100,0,160080.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q2-Low Unmet,Affordable,0.4823484250889012,0.0,1.4823484250889012,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,0.0,Stable (±1),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7817889,18,M,BGD 1,Y,N,Computer Science - Systems,N,24.0,530.0,1110.0,200708,MATH 1113,D,CPSC 1301,C,THEA 1100,C,ENGL 1101,B,CPSC 1301L,A,,,200802,ENGL 1102,C,HIST 2111,B,,,,,,,,,Off Campus,1,69.0,3.03,SCHOOL 1,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,10,14.0,11.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q2-Below Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,1.0,Stable (±1),2007,8,Summer,Summer 2007,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7888039,18,F,BGD 1,Y,N,Theatre Arts,N,,1230.0,1220.0,200908,MATH 1113,D,ANTH 1105I,C,THEA 1100I,B,,,,,,,201002,ECON 2105,C,POLS 1101,B,HIST 2112,A,SPAN 1001,A,,,,,On Campus,1,150.0,3.35,SCHOOL 139,3.0,College/Beyond,2.0,High School,B,Bachelors,14,14,17.0,17.0,479280,1418100,938820,61860.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q4-Highest,0,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Very Affordable,0.4478214468006125,0.15647156471564716,1.2913498820849654,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,3.0,Minor Increase (1-3),2009,8,Summer,Summer 2009,0,1,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
